beer/name,beers_average
Kasota IPA,4.2
Braumeister Pils - Saaz,4.2
Slottslager,4.2
Imperial Mocha Porter,4.2
Duke's Bourbon Aged 2nd Anniversary,4.2
Boundary Bay Skip's Imperial IPA,4.2
Black Forest Honey Pumpkin Porter,4.2
The Horseman's Ale,4.2
Coffee Monster,4.21
Indignant Bourbon Imperial Stout,4.21
Champion Bitter,4.21
Newport Storm Chocolate Porter,4.21
Trade Winds,4.21
One Hop Wonder #10 (Citra),4.21
Amberversary India Amber Ale,4.21
InFamous,4.21
Best Bitter Ale With Cascade And Chinook Dry Hops,4.21
Dark Knight,4.21
La Folie,4.21
Imperial Stout Trooper,4.21
Love (Felix),4.21
Crystal Wit,4.21
Blanchette De Lorrain,4.21
Saison Station 10,4.21
Fortuna Roja,4.21
Liquid Evil,4.21
Andechser Weissbier Hefetrüb,4.21
Tennoz Pale Ale,4.21
Spleen Cleaver Scottish Ale,4.21
Witch Doctor,4.21
Town Hall Maibock,4.21
Tiny Tim's Christmas Ale,4.21
Kitzmann Helles,4.21
Papa Noel's Moonlight Reserve,4.21
Hoppy Poppy IPA,4.21
Buzzards Bay Farmhouse Reserve Barrel Aged Ale,4.21
Barley's Blood Thirst Wheat,4.21
Bohemian Dark Lager,4.21
Pale Ale (Centennial),4.21
Stranahan Barrel Aged Czar,4.21
Dorado Double IPA,4.21
Mangey Rabbit,4.21
Dementia Double IPA,4.21
Red Poppy Ale,4.21
Bark,4.21
Soured Avant Garde,4.21
Four,4.21
Arctic Alchemy,4.21
NABC Oak Aged V (Fifty Aniversary Ale),4.21
7 Days Pail Ale,4.21
The Oracle,4.21
Grapefruit Jungle IPA,4.21
Black Damnation II - Mocha Bomb,4.21
Barrel Roll No. 3 Pugachev's Cobra,4.21
Zaius Oatmeal Stout,4.21
Black Oak Nutcracker Cinnabomb,4.21
Rodenbach Grand Cru,4.21
"Carolus, Der Starke",4.21
St. Nikolaus Bock Bier - Brewer's Reserve,4.21
Regimental Scottish Ale,4.21
Uncharted Belgian IPA,4.21
Pegalina,4.21
Saint Arnold Divine Reserve #11,4.21
Jarler Jueol,4.21
Ghost Town Brown,4.21
Hector Amber,4.21
Ghillie Ale,4.21
Saison De La Soeur Golden,4.21
Ensorceleuse,4.21
Cascade Sang Rouge,4.21
Allagash Vagabond Ale,4.21
Pierce Henry Dubbel,4.21
Cadillac Mountain Stout,4.21
Hopfenhammer German IPA,4.21
Segua,4.21
Jingle Bell Bock,4.21
Obsidian Stout,4.21
Monster Mash Stout,4.21
De Dolle Speciaal Brouwsel 20,4.21
Great Weiss North,4.21
Moon Dance,4.21
Horseheads Hefe,4.21
Burnin Hill,4.21
Deer Beer,4.21
Wolf Spirit Pale Ale,4.21
Pavlov's Russian Imperial Stout (Port Barrel Aged),4.21
City Steam Winter Wheat,4.21
Knight Porter,4.21
Timmy's Edelstoff,4.21
Chouffe Biere De Mars,4.21
Braumeister Pils (Sladek Hops),4.21
Panil Divinatale,4.21
Devil's Share,4.21
Brooklyn Reinschweinsgebot,4.21
Undertow,4.21
Trippel Trouble,4.21
Founders Red's Rye PA,4.21
Bourbon Barrel Rye Porter,4.21
Monon Porter,4.21
Cuvée Du 10ème 1/2,4.21
Founders Paisley Park Pomegranate,4.21
Hawks D.M.s Imperial Stout,4.21
Siren's Song Pale Ale,4.21
XHP (Extra Hopped Pale),4.21
Bourbon Barrel Bearded Pat's Barleywine,4.21
Peregrine DIPA,4.21
Gandhi-Bot Double IPA,4.21
Brewed Witch,4.21
AleSmith Decadence 2007 Imperial Porter,4.21
Pioneer Frontier Ale,4.21
Southampton North Fork Fresh Hop,4.21
Great Lakes Blackout Stout,4.21
Cherry Chernobyl,4.21
RY-PA,4.21
The Regulator Plum Ale,4.21
Parkway Java Porter,4.21
Big Al,4.21
R&D Bourbon Barrel Kriek,4.21
Cantillon Brabantiae,4.21
Duke Of Ale,4.21
Lovin' Hoppin' Squeezin',4.21
Reading Pils,4.21
Paulistânia,4.21
Cincinnatus 2011,4.21
Saucerful O' Secrets,4.21
He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),4.21
Triticus Ale (100 Barrel Series #10),4.21
Chocolate Cherry Bourbon County Brand Stout,4.21
English Malt Porter,4.21
Synesthaesia,4.21
Porter And Proud,4.21
Six Hop Wonder,4.21
Autumn Harvest 2008,4.21
Black Imperial IPA,4.21
WHOPper Wet Hop Pale Ale,4.21
Organic Oatmeal Stout,4.21
Heaven And Hell Barleywine,4.21
Smoke,4.21
Schneider Weisse Weizenhell (Hefeweizen),4.21
Kuhnhenn Diablo Belgian Trippel,4.21
Black Earth Porter,4.21
Lady Columbia IPA,4.21
Nottingham Spit,4.21
Hop Jack IPA,4.21
Olde Forster's Scotch Ale,4.21
Barrel Aged Hickory Stick Stout,4.21
Odell IPA,4.21
Kentucky Bourbon Barrel Ale - Old Friends,4.21
Yokohama Hefeweizen,4.21
Bourbon Barrel Cavatica Stout,4.21
Ring Of Dingle Irish Stout,4.21
Menagerie #5,4.21
Detroit Beer Co. Hop Grenade,4.21
St. Amatus 12,4.21
Big Bourbon Series Curse The Goat Dopplebock On Rye,4.21
Mangalitsa Pig Porter,4.21
Goss Märzen,4.21
Alpirsbacher Klosterbräu Schwarzes Pils,4.21
Red Nose ESB,4.21
Berwick Lager,4.21
Heartland's Oak Aged Bourbon Stout,4.21
Colossus Big Brown,4.21
Elevator Winter Warmer Ale (DUPLICATE),4.21
Avec Les Bons Voeux,4.21
Nen Bangelijke,4.21
Out Of Bounds,4.21
Old Bad Cat Barleywine 2008,4.21
Ringneck Crystal Palace Strong Ale,4.21
Tremendous Delerium,4.21
Shiner Honey Wheat,4.21
Damnation Batch 23 (Oak Aged),4.21
Cisco Canyon Blonde Ale,4.21
Haandbakk,4.21
Reindeer Fuel,4.21
Barley's Double Dog Dare Imperial IPA,4.21
Allagash Interlude,4.21
Cascade Bourbonic Plague,4.21
Moo Coo Brew,4.21
Iced Imperial Eclipse Stout,4.21
Gust 'n Gale Porter,4.21
River Piraat (a.k.a. River Rat Triple),4.21
Orange Whip IPA,4.21
No. 231,4.21
Hill Billy (2006),4.21
City Steam Carpenter's Ale,4.21
Amarillo Dry Hop IPA,4.21
Portsmouth Hop Harvest #2,4.21
Alt!  Who Goes There?,4.21
Panil Barriquée  (Italy Version),4.21
Rye The Funk Not?,4.21
Pro-AM 2010 (Smoked Porter),4.21
Little Farmer,4.21
Sanktgallen Imperial Chocolate Stout,4.21
Hole Hearted,4.21
The Whip,4.21
Outlet Stout,4.21
Pearl River Lager,4.21
Hop Project #11,4.22
Founders Charred Red's Rye,4.22
Sweetwater Jack Ass,4.22
Cafe BORIS,4.22
Knightro ESB - Beer Camp #23,4.22
Sweetwater Creeper/BOBBB Blend Aged In Bordeaux Barrels With Raspberries,4.22
Slaapmutske Hop Collection,4.22
Kick In The Baltic Porter,4.22
Trouble-Fete,4.22
Solstice D'hiver Réserve Spéciale (Vieillie En Fût De Chêne),4.22
Summit Street Pale Ale,4.22
Lips Of Faith - Le Terroir,4.22
Beer Goggles Barleywine,4.22
Acero,4.22
Vuja De - Red Wine Barrel Aged,4.22
Cask-A-Bomb IPA,4.22
Hopothesis A.,4.22
Great Lakes Thai One On,4.22
Spontaneous Aviator Peach Lambic,4.22
Swag And Tails English Brown Ale,4.22
Dastardly Dark Lager,4.22
Hop Whompus,4.22
Rust Belt,4.22
Us Heit Dubbel Tarwe Bier,4.22
Zoe,4.22
Barrel Fermented Hop Hog,4.22
Hop Farmer IPA,4.22
Brewer's Alley Scotch Ale,4.22
Terrapin Coffee Oatmeal Imperial Stout,4.22
F8 ReplicAle 2011,4.22
Brasserie Des Rocs Triple Impériale,4.22
Face-off,4.22
Abbaye Des Rocs Grand Cru Belgian Special Brown,4.22
Raasted Oak Aged Imperial Stout,4.22
Old Aberration,4.22
Habanero Stout,4.22
Tripel Karmeliet,4.22
Double Black Diamond Extreme Stout,4.22
Bass No.1 Barley Wine,4.22
Three Sheets Barleywine (Barrel Aged),4.22
Liquid Sunshine Ale,4.22
Bourbon-Barrel Christmas Ale,4.22
Lulpulin L'Amore,4.22
Moon Dog Dark Pilsner,4.22
Hop Father Imperial IPA,4.22
"Blackbeerd Imperial Stout, 2011 Barrel Aged",4.22
Hough's Neck Hefeweizen,4.22
Ambacht Black Gold Porter,4.22
1890 Schwarzbier,4.22
Black's Dusk (Barrel Aged Black's Dawn),4.22
Weideneder Schlankl Weiss,4.22
Dauphine Street Dunkel,4.22
Barrel-Aged Wee Heavy,4.22
Fuller's London Porter,4.22
Replicale (Summit),4.22
Better Off Red,4.22
"La Malagne (for Archaeopark, Rochefort)",4.22
Dresden,4.22
Velvet Stout,4.22
Lood & Oud IJzer,4.22
Kilt Lifter Scotch Ale Reserve 2003,4.22
Kuchlbauer Turm Weisse,4.22
Voodoo Alt,4.22
Barrel Aged Autumnal Fire,4.22
Pow Pow Imperial IPA,4.22
Allagash Little Big Beer,4.22
Bush De Noël Premium,4.22
Traquair 2020,4.22
Imperial Eclipse Stout - Brandy Barrel Blend,4.22
Neo-Colonial Stout,4.22
Guinness Special Export Stout (John Martin - Belgium),4.22
Barley's Kiss My Bitter Ass IPA,4.22
Bank Street Cove Porter,4.22
Funky South Paw,4.22
Drevlyansky Kvass,4.22
Jahrgangsbock,4.22
Starliner Stout,4.22
Free Loader,4.22
Speculation Ale,4.22
Dark Apparition - Bourbon Barrel Aged,4.22
Willoughby Big Sticke Alt,4.22
Lafayette's Biere De Fraises,4.22
Lust,4.22
Drunk Monk Hefeweizen,4.22
Inaugural Pale Ale,4.22
Dark Apparition - Kopi Luwak Bourbon Barrel,4.22
Sheehan Stout,4.22
Fear And Trembling (French Oak Cabernet),4.22
Sunset Amber,4.22
Cherried Hatchet,4.22
Drake's Kewl Hand Luke,4.22
Riesenbart Dunkelweizen,4.22
Zapata,4.22
Black Fox Shyela,4.22
Bolita Brown - Coconut,4.22
Sweetwater IPA Aged In Woodford Reserve Barrels,4.22
Founders Bourbon Del Noche,4.22
The Libertine,4.22
Founders Porter,4.22
Bad Knees Barrel Aged Old Ale,4.22
Big Fish Barleywine,4.22
Rieder Classic,4.22
Sweetwater Donkey Punch,4.22
Vermont Dunkelweizen,4.22
Wild Dog Double Pale Ale,4.22
Turmoil Black IPA,4.22
Session Ale #12: Best Bitter,4.22
McRed,4.22
Pioneer American Brown Ale,4.22
Brandy Barrel Barleywine,4.22
Derailleur,4.22
Pionnière,4.22
Rauch And Roggen,4.22
Buck Naked,4.22
Green Flash Brandy Barrel Aged Barleywine (2008),4.22
Hop Twister,4.22
Yeti Imperial Stout,4.22
Hangtown Tangerine Ale,4.22
Gilbert White,4.22
Double Elimination IPA,4.22
Chuckin' Pun'kin,4.22
Misty Brook Harvest Double Pale Ale,4.22
Schwarzbräu Feines Helles,4.22
Rochester Mills Barley Wine,4.22
Plan B IPA,4.22
Baden Baden Christmas Beer,4.22
H&#333;jun Shitate Classic Ale (Cedar Aged) Brewed For Isetan,4.22
I Want You (Wee So Heavy),4.22
Anniversary Cream Ale,4.22
Cascade Harvest Ale,4.22
Anniversary Ale 2009,4.22
Old Farmhouse Porter,4.22
Scratch Beer 31 - 2010 (Oak Aged - Citra Of Brotherly Love IPA),4.22
Friggin Huge Wee Heavy,4.22
Altoberfest,4.22
Kentucky Christmas,4.22
Best Of Show Twice In A Row Old Ale,4.22
Molasses Porter,4.22
Kaltenberg Spezial,4.22
Big Ben Double IPA,4.22
Black Widow Imperial Stout,4.22
Bee Sting Honey Rye,4.22
Oak-Aged Gueze-Lambic,4.22
Chiron,4.22
Chimera Gold,4.22
Kitzmann Leichtes Weissbier,4.22
Castaway Barleywine,4.22
Mic Czech,4.22
Bunny's Toe,4.22
Aberrant Amber,4.22
Golden Dragon,4.22
Le Fleur Ambre,4.22
Extremely Naughty Goose,4.22
Kissmeyer PilNZer,4.22
Weihenstephaner Hefeweissbier Dunkel,4.22
Weihenstephaner Vitus,4.22
Belgian Style Strong Ale,4.22
"Crooked Stave Wild Wild Brett \"Yellow\"",4.22
Sovereign Bitter,4.22
Super Special Brown Ale,4.22
Xan Wellness,4.22
HPA - Hoppy Pale Ale,4.22
Unfiltered Double Barrel Ale,4.22
Capital City Fuel,4.22
Imperial Workhorse Double India Pale Ale,4.22
Irontown Imperial Lager,4.22
Barmen Pilsner,4.22
Eremita II,4.22
Hop Dog,4.22
Tripelocity,4.22
Dan's Belgian Ale,4.22
Orange Blossom Honey Ale,4.22
32/50,4.22
Brett Porter,4.22
Pacific Pearl - The All Black's Stout,4.22
X Big Tony 2006,4.22
Celebration IPA,4.22
The Angel's Share - Bourbon Barrel-Aged,4.22
McLuhr's Irish Stout,4.22
Old Stockport Bitter,4.22
Deliverance,4.22
Batch 200 Black IPA,4.22
Battlefield IPA,4.22
Skvatt GALEn,4.22
Cuvee Des Jacobins Rouge,4.22
Belgian Rye IPA,4.22
Örebro Bitter,4.22
Fletcher In The Rye,4.22
Bourbon Barrel 12th Anniversary Bitter Chocolate Oatmeal Stout,4.22
Nor'Wester White Forest Ale,4.22
Burly Belgo India Pale Ale,4.22
Cornstalker Espresso Stout,4.22
Bat Out Of Hell,4.22
Okauchee Scotchie Ale,4.22
Saison Fergus 2004,4.22
2008 Vintage Oak Aged Ale (Barrel No. 96),4.22
Ripaille,4.22
Riegeler Neun Linden,4.22
Mad Brewer Bourbon Imperial Stout,4.22
Holy Cow IPA,4.22
Heifer Weissen,4.22
Shirley's Irish Stout,4.22
Line Drive Lager,4.22
Oleator Dopplebock,4.22
Graveyard Stout,4.22
Bog Beast Porter,4.22
Carolina 12th Anniversary - Imperial Pilsener,4.22
Tailgater Honey Wheat,4.22
Big Rapid Imperial Red Ale,4.22
English Bitter Real Ale,4.22
Ringneck 2005 FOTB Bourbon Aged Barley Wine,4.22
Organic Green Elephant,4.22
Pozharnik Whiskey Barrel Aged Brewers Reserve,4.22
Oatmeal Cookie Stout,4.22
Village Idiot IPA,4.22
Trumpet,4.22
Black Plague Stout,4.22
No Crusts,4.22
Allagash Ghoulschip,4.22
Roaster's Rebellion (Mocha),4.22
Idiot Rock IPA,4.22
LuLu Lager,4.22
Queen's Ale,4.22
Hoptometry,4.22
Weizen-Heimer-Bock,4.22
Ahtanum Double IPA,4.22
Steamy Windows,4.22
Black Horse Ale,4.22
J. Allyn's Robust Porter,4.22
B.B. King,4.22
De Dolle Oerbier Special Reserva 2007 (Bottled 2008),4.22
Sour Sharkbait Saison,4.22
City Steam Bonnie Bock,4.22
Arthur's Robust Porter,4.22
Hereforder Landbier,4.22
Petrified Porter,4.22
TriplIpa,4.22
El Toro Kolsch,4.22
Stranahan Barrel-Aged Old Chub,4.22
Palo Alto Brewing Co. Bourbon Barrel Aged Coconut Porter,4.22
Lichtenhainer,4.22
Lights Out,4.22
Oak Stack Lightning,4.22
Brauhaus Pilsner,4.22
Hofbräu Kristall Weisse,4.22
Dale's Pale Ale (Centennial Dry Hopped),4.22
High Time Harvest,4.22
Squilchuck Creek Dry Hopped Pale Ale,4.22
Buffalo,4.22
Opal Hopped Mama's Little Yella Pils,4.22
Fresh Hop Twilight,4.22
Drake's Double Dry Hopped IPA,4.22
Amarillo Single Hop Pale Ale,4.23
Dirty Beaver Juice Weekend,4.23
Malt Shovel Mild,4.23
Oyasumi Beer,4.23
Founders Cherry Java Stout,4.23
Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,4.23
Ale Niño Ale,4.23
Founders All Night Long DIPA,4.23
Caribbean Coffee Stout,4.23
Session Ale #26: Kölsch,4.23
Toaster - 4th Anniversary Imperial Stout,4.23
Old Ruffian Barley Wine,4.23
Down Under,4.23
Waas Klokbier,4.23
Southampton Pale Ale,4.23
Barrio Oatmeal Stout,4.23
Graf Arco Weisse Hell,4.23
Trapp Winter Geist,4.23
Nasu Kogen Barley Wine,4.23
Three Beavers Imperial Red Ale,4.23
Jolly Roger Thor,4.23
Evelyn's Imperial Sunshine,4.23
Seven Grain Stout,4.23
Brickyard ESB,4.23
Flat Tail Some Like It Hop,4.23
Barley's Jay's Ain't Just Blowin' Smoke Porter,4.23
Hogsback Oatmeal Stout,4.23
Oak Aged Siberian Night Imperial Stout,4.23
First Anniversary Ale,4.23
Awry IPA Two Tier Beer,4.23
Trazy Crain British Pale Ale,4.23
Willimantic Postal Patron Porter,4.23
Bitter Bitch Imperial IPA,4.23
PB Chocolate Stout,4.23
Double Jack,4.23
Van Diemen Black Saison,4.23
Krombacher Weizen Dunkel,4.23
Willimantic Czech In The Mail,4.23
The Great Pumpkin Ale,4.23
St. Dekkera Reserve: Sour Strawberry Blonde,4.23
Blitzen Yuletime Ale,4.23
Dog Daze APA,4.23
Quadrupel,4.23
Rosso E Marrone,4.23
Eejit's Foreign Extra Stout V.10,4.23
Old Cellar Dweller,4.23
Eichbaum Pilsener,4.23
Rosbif's Revenge,4.23
White Woods,4.23
Burnt Meadow Peated Porter,4.23
Gordon Biersch Fall Bock,4.23
Cuvee De Tomme,4.23
Thor's Hammer Barley Wine,4.23
Hoppy Little Gnome,4.23
Spring Maibock,4.23
Ukrainium Krusher,4.23
Auerbock,4.23
Coal Train Porter,4.23
Beaucoup D'Houblon,4.23
El Gallo Negro,4.23
Cambridge House Abijah Rowe IPA,4.23
221 B,4.23
Boscos Oatmeal Stout,4.23
Black Oak Ten Bitter Years Anniversary Ale,4.23
Shark Pants,4.23
Cinnamon Boldy,4.23
Mountain Stout,4.23
"The \"CAZ\" Scotch Export Style Ale",4.23
Biere Du Soleil,4.23
Dangereaux,4.23
Big Bad Wolf,4.23
Black Bull Russian Imperial Stout,4.23
Elevator Mocha Plum Stout,4.23
Abbey Honey Wheat,4.23
Big Daddy Hooch,4.23
Rainbow Chaser,4.23
The Bard's 80/-,4.23
Old Salty Barleywine 2005 Barrel Aged,4.23
German Altbier,4.23
Oak Barrel Aged Porter,4.23
New Holland Sock Knocker Belgian Quad,4.23
The White Shadow,4.23
Stealth Tripel,4.23
Prince's Ale,4.23
St. Fillin's,4.23
Snakebite,4.23
Bengal Gold - Single Hop Centennial IPA,4.23
Export Scotch Ale,4.23
North Island Beer Coriander Black,4.23
Passow's Kilt Ripper,4.23
Moose Knuckle Barleywine,4.23
Flarety's Entire Robust Porter,4.23
The Intimidator,4.23
Jim,4.23
Black Honey,4.23
Piper's Pride Scottish Ale,4.23
St. Patrick O'Sullivan's Irish Red,4.23
Toast (Slightly Burnt),4.23
Farmhouse Special Reserve,4.23
Harvest Ale 2008,4.23
Sarah,4.23
Rise,4.23
Stoudt's Barrel Aged  Fat Dog (Imperial Oatmeal Stout),4.23
Bourbon Barrel Heine Brothers Coffee Stout,4.23
Trigger Hoppy,4.23
The Lost Fugawi Ale,4.23
Hakusekikan Barley Wine,4.23
Dubbel Entendre,4.23
Papier (Brandy Barrel),4.23
Whambo IPA,4.23
Soggy Loaf Pumpernickel Rye Porter,4.23
Session Ale,4.23
13,4.23
Outlaw Oatmeal Stout,4.23
Bourbon Barrel Blackwater Stout,4.23
Yakima Monster,4.23
Pioneer Dark Harvest Imperial Porter,4.23
Freedom Forward,4.23
Hoppy Accident Pale Ale,4.23
Farm Girl Saison Infused With Raspberry Indulgence,4.23
Wild Dog Barrel-Aged Horn Dog,4.23
Jean Chris Numero 1,4.23
Saint Rieul Triple,4.23
Sunfire Saison,4.23
Sidewinder Holiday Bock,4.23
FritzAle IPA,4.23
Brussels Stout,4.23
Just Outstanding IPA,4.23
Wheat Pale/Pale Weisse,4.23
Smoke & Dagger,4.23
Millennium Falcon,4.23
Scallywag Extra Pale Ale,4.23
Rye Of The Tiger,4.23
Wine Barrel Brown Porter,4.23
A. Lotta Cougar,4.23
Saison Du Bob,4.23
Legend Of The Liquid Brain,4.23
The House Of Louis,4.23
Mother's Milk Aged In Rye Whiskey Barrel,4.23
Schederndorfer Will Lagerbier (Landbier Dunkel),4.23
Ginger Marble,4.23
Old Battleaxe Barleywine,4.23
Just Beer Elephant Rock Bock,4.23
Pumpkin Up The Volume Ale,4.23
Bourbon Oak Bell Ringer,4.23
Kannigedda IPA,4.23
STrEAM,4.23
Honey Hemp Ale (New Version),4.23
Winsdor Brewery 10th Anniversary Ale,4.23
BOOb ChecK,4.23
Bourbon Barrel Wheatmiser,4.23
Voltron,4.23
People's Porter - Chocolate Mint,4.23
Maibock 2008 Year Aged,4.23
Frog-ger,4.23
Oak Aged Tsunami Stout,4.23
"Three Sheets - Syrah, Brandy, And Bourbon Barrel Aged",4.23
"\"Little John's Myth\" Robust Porter",4.23
Dread Double Red Ale,4.23
One Meatball,4.23
Gale's GB,4.23
Duchesse De Duryea,4.23
Edinburgh Tattoo Strong Ale,4.23
Crooked Cabin Ale,4.23
Oaked Ol' St. Nick,4.23
Epidurale,4.23
Bathams Special Strong Ale,4.23
Magnifera Indica,4.23
Spice Of Life - Nelson Sauvin,4.23
Blonde Doppleweiss,4.23
Ramblin' Vine Wheat Wine,4.23
Awesomesauce (Burger & Bun L.A. Lager),4.23
Vishnu's Vice IPA,4.23
Kuhnhenn 120 Schilling Scotch Ale,4.23
Pear Lambic,4.23
Pretty Big IPA,4.23
Barbarian's Best Bitter,4.23
Schooiersbier,4.23
Wodan Weizen,4.23
Old Stitch,4.23
John Dory Oyster Stout,4.23
Double Sweet Action,4.23
Champagne Beer,4.23
Dave's Pale Ale,4.23
Dark Ritual,4.23
Black Albert,4.23
Hideout Imperial Stout,4.23
Atomic Punk IPL (India Pale Lager),4.23
Dim Wit,4.23
Hop School CTZ,4.23
Rillo Rye,4.23
Hogshead Fresh Hop Ale,4.23
16th Anniversary India Black Ale,4.23
Double Dry-hopped Hop Bomb,4.23
Jim (2007),4.23
Cherry Adam From The Wood,4.23
Airporter Porter,4.23
Brasal Bock,4.23
Bosun's Bitter,4.23
Ten-Fifty,4.23
Left End Pale Ale,4.23
Imperial Eclipse Stout - Heaven Hill Rittenhouse Rye,4.23
Grand Union Honey Porter,4.23
City Helles - 10th Anniversary Brew,4.23
Cascade Nightfall Blackberry,4.23
Gutmann Weizenbock,4.23
Allsopp's Strong Ale,4.23
Michigan Brewing Barrel Aged Russian Imperial Stout,4.23
Pineapple Pilsner,4.23
BrewZZi Double IPA,4.23
Peachicot Blonde Ale,4.23
Erinnerungstrunk,4.23
Fatty Flynn Stout,4.23
Long Fang Abbey Ale,4.23
Smokey Hill Ale,4.23
El Verano,4.23
Ottoblon,4.23
Wind Blown Amber Ale,4.23
"De Dolle \"21\"",4.23
Hop Porno,4.23
Murray's Wild Thing Imperial Stout,4.23
Brewers Reserve Imperial Stout,4.23
Zeke's Belly Up Imperial Stout,4.23
B&O Station Porter,4.23
The Ambassador IPA,4.23
Slap Your Mammy Double IPA,4.23
Flanders Red Ale,4.23
Hazy Days Hefeweisen,4.23
Irish Union,4.23
Re: Session Wheat,4.23
Czechered Past Pilsner,4.23
Blackwater,4.23
Cape May IPA,4.23
St. Bernardus Tripel,4.23
Harvest Ale 2009,4.23
Brooklyn Detonation Ale,4.23
Beer School,4.23
Kili Wit,4.23
Good King Leglass,4.23
Islander Pale Ale Dry-Hopped,4.23
10-10-100 IPA,4.23
Milly's Manch-Vegas Double Or Nothing Imperial IPA,4.23
Wood-Aged Life & Limb,4.24
Stoudt's Barrel Aged Old Abominable,4.24
Noah's El Camino IPA,4.24
VårTripel 2010,4.24
Curly Horse IPA,4.24
Winter I.P.A.,4.24
7th Anniversary 2004 Bourbon Barrel Wee Heavy,4.24
Bucksnort Stout,4.24
Southampton Abbey Single,4.24
Session Ale #40: Wood St. Kvass,4.24
Cascade Tribute Ale,4.24
8 Malty Nights (Bourbon Barrel Aged),4.24
Otsukaresama Bi-Ru,4.24
IS Imperial Stout,4.24
TCB Black Rye,4.24
Belle Vue Gueuze Ph. Vandenstock,4.24
Urban Carboys - Belgian Black IPA,4.24
Fest Pale Lager,4.24
Ex Umbris,4.24
Thunderstorm Summer Ale,4.24
Almighty Barleywine,4.24
Chipotle Dynamo,4.24
Hoppy Day Pilsner,4.24
I.P.A. Chronicle 3: ABC,4.24
Titanic English Glory,4.24
Mountain Rescue Pale Ale,4.24
Fischer Hefeweizen,4.24
Remi's Saison IPA,4.24
HopNOM,4.24
Test Hoppy Wheat,4.24
Cantillon Reed Gueuze Pinot Noir,4.24
Willimantic Sterling Nugget IPA,4.24
Wandelpad,4.24
Willimantic Barrel Aged IPA-2 Blend,4.24
Drie Fonteinen Straffe Winter,4.24
IPA For Change,4.24
Hodgepodge,4.24
Rye Knot Brown,4.24
Filling Station,4.24
HellaHOPter,4.24
Belle Royale,4.24
Imperial Brown Eye,4.24
Bare Tree Artist Series Weiss Beer 2001,4.24
Heritage Ale,4.24
Placebo,4.24
Alt-Amberger Doppelbock,4.24
Bar Harbor Espresso Stout,4.24
Barrel-Aged Unobtanium Old Ale,4.24
Anniversary Ale XII,4.24
Cape Cod Porter,4.24
Man-Child,4.24
90 Minute IPA,4.24
Rock Mild,4.24
Two Hemispheres Wet-Hop IPA,4.24
Artillery Alt,4.24
Love Buzz Coffee Stout,4.24
230th Anniversary American Sour Ale,4.24
E. S. B.,4.24
Carrot Cake,4.24
Plaid Ferret Scottish Ale,4.24
Walking Man IPA,4.24
When In Doubt IPA,4.24
Klosterbräu Bamberger Gold,4.24
Snopptorp Starkporter,4.24
Portsmouth 90 Shilling Scotch Ale,4.24
Unfiltered Lager,4.24
De Dolle Verse Vis,4.24
Uranus - Belgian Golden Ale With 100% Brettanomyces,4.24
Dr. Strangehop,4.24
Confine,4.24
Fear And Trembling (Cabernet/Bourbon Blend),4.24
Mad Cow,4.24
Kung Foo Elvis,4.24
Humulus Lager With Centennial Hops,4.24
B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,4.24
Jai Alai IPA - Mango,4.24
Mud City Stout,4.24
SPF 45 Saison,4.24
Double Dry Hop Double,4.24
Nera Imperiale - Serie Strong (Nastro Viola),4.24
Willamette Dammit,4.24
Honey Badger,4.24
Eisbock,4.24
Oak Aged Yeti Imperial Stout,4.24
HopCat Kwin Tel,4.24
Double Triple,4.24
Silver Creek IPA,4.24
44 Magnum,4.24
Festivus 2008,4.24
Snake Handler Double IPA,4.24
Pale Ale (Centennial Dry Hopped),4.24
Splinter Blue,4.24
Northern Waters Smoked Porter,4.24
Shoshone Stout,4.24
Vanilla Bean Java Head (Cascade Dry Hopped),4.24
Saison De Beaver,4.24
Pumpkin Spiced Ale,4.24
Festivus 2007,4.24
Barley's Four Seas Imperial IPA,4.24
Smoked Hefeweizen,4.24
Ruthless Rye IPA,4.24
Xyauyù Etichetta Argento (Silver),4.24
Flying Magic Zebras,4.24
Tomfoolery Aged On Black Peppercorns,4.24
Bolkstoff,4.24
Old Timer Alt Bier,4.24
Old Musty Barleywine,4.24
Landlords Wit,4.24
The Beast From The Wood,4.24
Thomas Hooker Liberator Doppelbock,4.24
Serendipity,4.24
Workhorse IPA,4.24
Alien Agenda (Belgian) Amber Ale,4.24
Emelisse Imperial Russian Stout - Laphroaig Barrel Aged,4.24
IPA Citra,4.24
CBC IPA,4.24
Belafonte,4.24
Express,4.24
O'Casey's Irish Stout,4.24
Razzle Dazz-Ale,4.24
Black Soul,4.24
Just Another Barrel #2,4.24
Framboise De Amorosa,4.24
Kirby's Supper Club,4.24
Stone Old Guardian Barley Wine Style Ale 2005,4.24
Duvel Tripel Hop,4.24
Im Füchschen Alt,4.24
(Extra) Old Ale,4.24
Century Stout,4.24
Noble Experiment (Part 2),4.24
De Graal SloCK,4.24
Arctic Cloudberry Imperial Wheat,4.24
Hazelnut Coffee Porter,4.24
Pre-Bourbonic,4.24
Aritmetic Double IPA,4.24
Scaldis Blond Ale Triple,4.24
Mud Stout,4.24
Courage Russian Imperial Stout,4.24
Double Twubble,4.24
