beer/name,beers_average
Schadenfreude Rye Lager,3.74
Wildcat White Ale,3.74
Baltic Porter De L'Ancrier,3.74
Würzburger Oktoberfest,3.74
Eisenbahn 5 Anos,3.74
Carnegie Special 175th Anniversary Porter,3.74
Sea Dog Old Gollywobbler Brown Ale,3.74
Bonaventure Hop Head Red,3.74
Latona 20th Anniversary Ale,3.74
Ceres Strong Danish Export Ale,3.74
Danish Red Lager,3.74
Samuel Smith's India Ale,3.74
Buzzards Bay Rauch Bier,3.74
Mike,3.74
Gadd's DogBolter Porter,3.74
Extraomnes Saison,3.74
Brune D'Achouffe,3.74
Hoptilicus,3.74
Cantillon Groseille Lambic,3.74
Frankenmuth Winter Bock,3.74
Barley's Irish Rogue,3.74
ÜberFest Pilsner,3.74
22nd Anniversary Vanilla Imperial Stout,3.74
Flensburger Dunkel,3.74
Wild Swan,3.74
Heartland Brewery Buffalo Bock,3.74
MoonBow Wit,3.74
Irvington Juniper Porter,3.74
Kincardine 70 Shillling,3.74
Rhenania Alt,3.74
Farmer Brown Ale,3.74
Lug Tread Lagered Ale,3.74
Willimantic Simple Saison,3.74
Oak Creek Snakecharmer IPA,3.74
Wrigleyville White Ale,3.74
Local Acre Lager,3.74
Haake Beck Krausen,3.74
Oak Aged Gruffmeister 8,3.74
Harpoon Weizenbock (100 Barrel Series #21),3.74
Roundabout Chocolate Oatmeal Stout,3.74
Lilikoi Mahu,3.74
Flying Nun Records 30 Year Ale,3.74
Sarmat Porter,3.74
House Ales Biergotter Charlevoix Viva La Vida Cocoa,3.74
Sin City IPA,3.74
Cherry Dubbel,3.74
La Trip Des Schoune,3.74
Kix Brew,3.74
Willimantic AmBeerLicious American Ale,3.74
The Father,3.74
Creekside Special Stout,3.74
Simple Malt Cascade India Pale Ale,3.74
Abstrakt AB:02,3.74
Bourbon Barrel Warmer,3.74
Seismic IPA,3.74
Spice Of Life - Warrior,3.74
Hop Explosion,3.74
Tokyo*,3.74
Island Mesa Blonde,3.74
New Albanian Hoptimus IPA,3.74
LTD Series - 01,3.74
Bare Tree Artist Series Weiss Beer 2002,3.74
Elector Imperial Red Ale,3.74
Black Hole (White Wine Edition),3.74
Dry Dock Old Ale,3.74
Hippie Shake,3.74
Kelso Hop Lager,3.74
JT Schmid's India Pale Ale,3.74
Melbourn Bros. Cherry,3.74
Dragonmead Kaiser's Kölsch,3.74
Detroit Beer Co. The Detroit Dwarf,3.74
Mestreechs Aajt (Dutch - Saccharin Version),3.74
Bourbon Russian Imperial Stout,3.74
Munken,3.74
Honey Do Wit,3.74
Uncle Otto's Weiss Beer,3.74
Jenlain Ambrée,3.74
Dragonmead Guinevere's Golden Belgian Ale,3.74
Nevermore Chocolate Oatmeal Stout,3.74
Perle IPA (2008 IPA Project),3.74
Cambridge House DOPA (Discovery Organic Pale Ale),3.74
Rowdy Rouge IPA,3.74
Dump Truck,3.74
Will Power Pale Ale,3.74
White Tail Pale Ale,3.74
Elevator Pilsener 1516,3.74
Buckerfield's Bitter,3.74
Fox Deluxe: Finn MaCcool,3.74
Sputnik,3.74
Black Majic Java Stout,3.74
Longboard Wit,3.74
Scaredy Cat Oatmeal Stout,3.74
Milk & Honey,3.74
Allgäuer Fürstabt Kristallweizen,3.74
Wine Barrel Aged Barleywine,3.74
Ayinger Liebhard's Kellerbier,3.74
McNeill's Duck's Breath Bitter,3.74
Shiner Fröst,3.74
Dampf Loc,3.74
Elk Creek Copper Ale,3.74
Wernher Von Brown Ale,3.74
PENNdemonium,3.74
Jopen Trinitas Tripel,3.74
Coastal Common,3.74
Coronation Street,3.74
Hop On It,3.74
Boscos Ray's Honey Rye,3.74
Erie Gold,3.74
Wild Rice Doppelbock,3.74
East Side Bitter,3.74
Sleepy Hollow,3.74
Pangaea,3.74
Fennec Ale,3.74
Brewery Hill Honey Amber,3.74
Florida Avenue India Pale Ale,3.74
Huber Weisses Kristall,3.74
Barrington India Pale Ale,3.74
Short's Pineapple Side-Down,3.74
Allagash Summer Ale,3.74
Goofballs IPA,3.74
Craftsman Angelino Weisse,3.74
Schuylkill Bitter,3.74
Darkon,3.74
New Holland Existential: Hopwine,3.74
Dubbel Cannon,3.74
Barley's Oaked Christmas Ale,3.74
Pole Shift Ale,3.74
City Steam Wolf Den,3.74
Oat Lord,3.74
Moa 5 Hop Ale,3.74
Fusion VI,3.74
Lauterbacher Brotzeitbier,3.74
No Doubt Stout,3.74
County Ale,3.74
Batch 1,3.74
Hop Van Boorian Belgian IPA,3.74
Calumet Queen,3.74
Light Weight,3.74
Troubadour Imperial Stout,3.74
Saison Vautour (Clean),3.74
Dark Wit,3.74
Royal Oak Pappys Porter,3.74
Munich Mild Dark,3.74
9th Ave. Harvest Ale,3.74
Fog Horn Brown Ale,3.74
Boston Porter,3.74
Samadhi,3.74
Pilsbock,3.74
Bran Reserva,3.74
Eden,3.74
Dark Star Mild,3.74
Church Key Ginger & Rosemary Spiced Ale,3.74
Edinburgh 68/- (7.5%),3.74
Oak Aged Lost Continent Double IPA,3.74
Inman Pond Blonde,3.74
Beer 3000,3.74
Burntwood Black Ale,3.74
Mingus And Monk,3.74
Church Key Like Water For Chocolate Porter,3.74
Misspent Youth,3.74
Church Key West Coast Pale Ale,3.74
Dales Pale Ale (Whiskey Barrel),3.74
Ridgeway IPA,3.74
Krösabira,3.74
Micawbers Mild,3.74
Coldstream Pilsner,3.74
Gilde Pilsener,3.75
Biere Brune De Tradition,3.75
White Nile,3.75
Sommer Ale,3.75
Session Blonde,3.75
John T. Pilsner,3.75
Emperor Penguin Ale,3.75
Blackbeard Doppelbock,3.75
Stoudts American Pale Ale,3.75
Sherbrooke Rye Dawn (Barrel #1),3.75
Curacao Wit,3.75
Einer's Folly Vanilla Imperial Porter (Holiday Wine Cellar's 45th Aniv Ale),3.75
St-Ambroise Citrouille (Pumpkin Ale),3.75
Old Abominable,3.75
Sticke Pilsner - Beer Camp #43,3.75
Hale's Kölsch,3.75
Janá&#269;ek Patriot,3.75
Palapa Pale Ale,3.75
Special Reserve Oud Bruin,3.75
Stoudt's Abbey Double Ale,3.75
Atlantic Amber,3.75
Ginseng Pale Ale,3.75
Alt Ostheimer Alkoholfrei Schankbier,3.75
FFFado,3.75
British Bitter,3.75
Centennial IPA,3.75
Raspberry Cream Ale,3.75
Don't Call Me Wit,3.75
Belgian Gold,3.75
Lips Of Faith - Chad's Blackberry Ale,3.75
Sea Hag IPA,3.75
Tripel Entendre,3.75
Bronze Ale,3.75
Palimino Pale Ale,3.75
Rumspringa Two In The Bush IPA,3.75
Starr Hill Pale Ale,3.75
Campeador - Rurik Ale (2010),3.75
Arbor Brewing Brasserie Greff Kriek,3.75
Ultra,3.75
Captain Fred,3.75
Hyland Octoberfest,3.75
The Gift (WinterBock Lager),3.75
Zarzamora Wit,3.75
Release The Hounds,3.75
Velvet ESB,3.75
Pride Of Geauga Maple Porter,3.75
Moving Pictures IPA,3.75
Flanders Candy,3.75
Greg,3.75
Meckatzer Weizen,3.75
Knee Deep IPA,3.75
Barbarian Bock,3.75
Fleishhacker Stout,3.75
The Vixen Chocolate Chili Bock,3.75
Double Magnum ESB,3.75
Christmas Ale 2003,3.75
O'Henry's Porter (Waterloo Brewing Anniversary Collaboration),3.75
Black Phoenix (Chipotle Coffee Ale),3.75
Tomfoolery Brown Ale,3.75
Doppelweizenhoppe,3.75
Barley's Mac Lenny's Scottish Ale,3.75
Colocoff,3.75
Chelsea Hop Angel IPA,3.75
Happy New Bear,3.75
Schwarzer Bär,3.75
Chatoe Rogue First Growth Pumpkin Patch,3.75
Ten Tables Ale,3.75
Tectonic Barleywine,3.75
2011 Reserve Pale Ale,3.75
Ramsey's Draft Stout,3.75
Morrisons Green Hop Beer,3.75
Dragør Tripel,3.75
Witty Twitty,3.75
Lurisia Sei,3.75
Santa Stout,3.75
Pyraser Kellerbier,3.75
Maibock 900,3.75
Nite Train Barleywine,3.75
Rio Salado Killarney Stout,3.75
Shannon Pale Ale,3.75
Egmont,3.75
Scotty's Choccy Na-Na,3.75
Hundred Yard Dash Fresh Hop Ale,3.75
KLB Pale Ale,3.75
P.G. Steam,3.75
India Pale Porter,3.75
Lincoln Park Lager,3.75
Opa Opa IPA,3.75
Willimantic Winterfest,3.75
Presidential Pumpkin,3.75
Autumn Pale Ale,3.75
RUA,3.75
RYEzome Red,3.75
Magic Beans,3.75
Simple Malt Double Porter,3.75
Schmaltz's Alt,3.75
Batch 666,3.75
Clem's Cream Ale,3.75
Black River Oatmeal Stout,3.75
Cheshire Valley Brewing IPA,3.75
Mother Plucker (Fresh Hop IPA),3.75
Biere De Pharaoh,3.75
Murphy's Irish Red Ale,3.75
Kaiserweiser Hefeweizen,3.75
W'12 Dark Saison,3.75
Barley's Red Rock,3.75
Ms. Michigan Pale,3.75
Belexes,3.75
Bob White,3.75
Crouch Vale Top Sail,3.75
Cambridge House Granby Common,3.75
Bell's 25th Anniversary Ale,3.75
Karlsberg Heller Hoch Brau Pils,3.75
Leffe Vieille Cuvée,3.75
Blob Ale,3.75
Piedmont Pale,3.75
Gösser Natur Radler,3.75
Imperial Schwarz,3.75
Polycot,3.75
Einbecker Ur-Bock Hell,3.75
De Ranke Vinens Verden Slotsgade,3.75
Christina Pils,3.75
Cherry Vanilla Porter,3.75
Poverty Porter,3.75
Biere Noir,3.75
German Kolsch,3.75
Antiek Super 5 Blonde,3.75
Seven Red,3.75
Firefly Wheat,3.75
Weizenheimer,3.75
Taj India Pale Ale,3.75
Boscos Golden Ale,3.75
Lia Fail,3.75
Shantytown Doppelbock,3.75
Edenton Joseph Hewes Revolutionary Ale,3.75
Oliver's Scottish Ale,3.75
Sailor Hagar's Grizzly Nut Brown Ale,3.75
Dominion Ale,3.75
SunFlower IPA,3.75
Den Lil IPA,3.75
Sigtuna Höstporter,3.75
Blond Lager,3.75
Road Rash Raspberry Wheat,3.75
Six Bridges Cream Ale,3.75
Mill Street Tank House Special Brewer's Reserve,3.75
630 Suburban Wheat Ale,3.75
Summertime Kolsch,3.75
Schremser Roggen Bier,3.75
Altenmünster Brauer Bier Urig Wurzig,3.75
Timmermans Doux Lambic (draft Faro),3.75
Bourbon Barrel Coffee Mint Stout,3.75
Hertog Jan Lentebock,3.75
Arcadia Starboard Stout With Cinnamon,3.75
Rye P.A. Hatter,3.75
Kaiser Kurbis,3.75
2 Timer IPA,3.75
Canal Porter,3.75
Bavarian Lager,3.75
New Holland Macatawa Dark,3.75
Joseph Spelt Ale,3.75
Tett Dopplebock,3.75
Southern Pale Ale,3.75
Schlappeseppel Pilsner,3.75
Belgium WIT,3.75
Speight's Porter,3.75
Rio Grande Desert Pilsner,3.75
Closter Zell (Golden Abbot),3.75
Munsterfest,3.75
Demolition Strong Ale,3.75
Zola Cinq (5th Anniversary Saison),3.75
Old Flame,3.75
Pecan Pie Porter,3.75
Portsmouth Saison D'Automne,3.75
Oktoberfest 2007,3.75
Winona Wheat,3.75
Bourbon Barrel Aged MacFindlay Scotch Ale,3.75
Thirsty Hopburn III,3.75
Second Anniversary Cask,3.75
Portsmouth Extra Special Bitter,3.75
Export Gold,3.75
Ozeno Yukidoke White Weizen,3.75
Mean Green,3.75
Shakemantle Ginger Ale,3.75
Rahr's Blonde,3.75
Roselle Park Centennial Ale,3.75
No. 133,3.75
Damson Porter,3.75
Deep South Pale Ale,3.75
Snake Hollow IPA,3.75
Abbaye D'Aulne Super Noël 9°,3.75
X-Mas Porter - Coffee,3.75
Olde Home Wrecker,3.75
King's Hard Tail Ale,3.75
Caraway IPA,3.75
BruRm Pale Ale,3.75
Copper Creek Imperial IPA,3.75
Goldenrod Pilsner,3.75
Bright Angle Pale Ale,3.75
Brigand,3.75
Alaskan Stout,3.75
Bière Blanche Au Méteil Breton,3.75
Tower 10 (Dry-Hopped),3.75
La Sancerroise,3.75
Jennings Sneck Lifter,3.75
Grafton Porter,3.75
Barbarian Barley Wine,3.75
Dunkel Doppel Weizen Bock,3.75
Altimeter,3.75
Radius,3.75
La Torpille,3.75
Stones Pale Ale,3.75
Hale's Amber Ale,3.75
Founders Super Smooth,3.75
Heine Brothers Coffee Stout,3.75
Arch City Pale,3.75
Stallhagen Dark Lager,3.75
La Meule,3.75
Blister In The Sun Rye,3.75
Omnom,3.75
Nano Series: Clifford The Little Red Ale,3.75
Rye Pale Ale,3.75
Bombshell Blonde,3.75
Hop Project #40,3.75
Founders Organic Pale Ale,3.75
Black Zemon,3.75
Dubbelicious,3.75
Outta Kilter,3.75
Black Forest Grateful Red,3.75
Bernard Dark,3.75
Puget Sound Vanilla Porter,3.75
Sierra Nevada Brown Ale,3.75
Kirner Pils Premium,3.75
Florida Beer Company Chocolate Stout,3.75
Belgian Brown,3.75
Blackbeard Bock,3.75
Magnum P.I. IPA,3.75
Battery Hill Bitter,3.75
Blackwater Stout,3.75
Hancock Høker Bajer,3.75
Twain's Jordan's Strong Ale,3.75
Notch Saison,3.75
Raspberry Stout,3.75
Casco Bay Oktoberfest,3.75
FranklinStein,3.75
De Leckere - Drie,3.75
Das Is Good,3.75
Grand'Messe,3.75
Voodoo Chile Lager,3.75
Double Nut Brown,3.75
Twain's Flemish Brown Ale,3.75
Timbuck2,3.75
Vetter's 33°,3.75
Dark Mild Summer Ale,3.75
Double Rocket,3.75
Firestorm Red,3.75
Session Ale #55 Wheat Hop,3.75
Batch #69 Double Cream Ale - Cedar Aged (Humidor Series),3.75
Auburn Harvest Ale,3.75
Winter Solstice Ale,3.75
Seeing Dubbel,3.75
Samuel Adams Wee Heavy (Imperial Series),3.75
Mad Goose,3.75
Ale With No Name,3.75
Ebeneezer's Ale,3.75
1643 Original Lagerhell,3.75
Norseman's Wrath,3.75
SOS (Save Our Shore),3.75
Samuel Adams Sample A - Belgian IPA,3.75
Abita Select India Pale Ale,3.75
Monkeytown Mild,3.75
Winterberry,3.75
Éphémère (Cassis / Black Currant),3.75
Commercial Suicide,3.75
Daylight Robber Belgian Black Ale,3.75
Hofbräu Dunkel,3.75
Scratch Beer 23 - 2009,3.75
Mission Imperial Alt,3.75
Bear Skin Rug,3.75
Frankenmuth Hefeweizen,3.75
Kilt Lifter Scotch Ale,3.75
Columbus Red,3.75
La Saint-Pierre Blanche,3.75
The Golden Flounder,3.75
Quintine Blonde,3.75
Unfiltered Red Ale,3.75
Ubu Ale,3.75
Brewer's Alley India Pale Ale,3.75
Bornholmer Bryg Guld Øl Mørk,3.75
Dunedin Bier De Café,3.75
Ursa Major,3.75
Substance D,3.75
Hofbräu Zwickelbeer,3.75
Schlafly Pilsner,3.75
C3: Dry-Hopped American Mild,3.75
Heartland Weiss,3.75
Ramsey's Export Stout,3.75
Middelburgs Witheer,3.75
Vanilla Death,3.75
Crag Rat Porter,3.75
Hannen Alt,3.75
Spelunker,3.75
Foxy's Brown,3.75
Padre Porter,3.75
Wasco Indian Summer Ale (ISA),3.75
Sunshine Coast Dunkel,3.75
Colorado Demoiselle,3.75
Das Razz,3.75
Boiler Room Golden Ale,3.75
Holy Joe,3.75
Bukkake,3.75
La Deuxieme,3.75
Kujukuri Ocean Beer - Pale Ale,3.75
Capital City Nut Brown Ale,3.75
Klaster Winter Beer,3.75
Zoethouter Tripel,3.75
C&#275;su Nefiltr&#275;tais (Cesu Unfiltered),3.75
Sleigh'r Dark Doüble Alt Ale,3.75
Fogbuster Coffee House Ale,3.75
French Kiss,3.75
Pepe Nero,3.75
Otter Porter,3.75
Six Nations,3.75
Flight Delay Imperial IPA,3.75
Funky Monk-y,3.75
Hammerstone Pale Ale,3.75
Glass Kisser,3.75
Undead Ed,3.75
Victory Green With Chamomile,3.75
Barrel Aged One Tun Imperial Stout,3.75
Cape Horn Pilsen,3.75
Tou Pilsner,3.75
Helles Of A Play,3.75
Peak Organic Simcoe Spring,3.75
Oak Aged Cranberry Bastard,3.75
Lazy Dog Pale Ale,3.75
Scherdel Schwarzes,3.75
Uptown Brown,3.75
Hex Nut Brown Ale,3.75
Scarlet 7,3.75
Peligrosa Red,3.75
Vetter's Vienna,3.75
Dark Star Sunburst,3.75
Brewers IPA,3.75
Odell Easy Street Wheat,3.75
Boerinneken,3.75
Predik Heer Tripel,3.75
Moo Brew Pale Ale,3.75
Belgian Apple Blond,3.75
Jubilation Ale,3.75
Orlio Organic Seasonal Black Lager,3.75
Nut Hugger Brown (Nugget Dry Hopped),3.75
Ginger Man Ale,3.75
Rooie Vos,3.75
Copper Moon,3.75
Sixpoint Tripel,3.75
Brewers Reserve: Dry Hopped Table Rock Pale Ale,3.75
Water Gap Wheat (Dry-Hopped),3.75
Morning Grind Espresso Stout,3.75
Newsome's Ploughman's Pride,3.75
Thunderbird,3.75
Imperial Stout (Brewmaster Reserve),3.75
Mission St. India Pale Ale,3.75
Snowstorm 2011,3.75
Bare Tree Weiss Wine Vintage 2007,3.75
Yeast Series: Belgian Ale,3.75
Beartown Bitter,3.75
Pumple Drumkin Spiced Ale,3.75
Kuhnhenn Ambrosiaweiss,3.75
Gordon Biersch Schwarzbier,3.75
Wensleydale Semer Water,3.75
Bourbon Barrel Aged Hop'solutely,3.75
Herrnbräu Hefe-Weißbier Hell,3.75
Boyne River Lake Trout Stout,3.75
Stool Pigeon Stout,3.75
Kuhnhenn Blueberry Panty Dropper,3.75
Diesel (Whiskey Barrel Aged),3.75
Black Hole (Bourbon Edition),3.75
Hegemony Imperial Stout,3.75
Sapporo Pilsener Premium,3.75
Red Hill Golden Ale,3.75
Bell's Whistle Ale,3.75
Saracen IPA,3.75
Saison Du Portland,3.75
Vormann Doppelbock,3.75
Jack Russell Blueberry Beer,3.75
Kulmbacher Dark Lager,3.75
Red Duck Golden Dragon,3.75
Working Man's Lunch,3.75
Dragonmead Nagelweiss Wheat Beer,3.75
Ettaler Kloster Edelhell,3.75
Bourbon ESB,3.75
Eem Blond (for Brouwerij De Eem),3.75
Arrogant Bastard Ale With Coconut,3.75
Butche's Brew,3.75
Diamond Knot Ho! Ho! Winter Ale,3.75
Gottlich Divina!,3.75
La Seigneuriale Triple,3.75
A Over T (Aromas Over Tongham),3.75
Hot Tamale!,3.75
Curve Ball Kolsch,3.75
Maggie Brown (Cask),3.75
Capricorn Black Ale,3.75
Brugel-Special,3.75
Kelso English Breakfast Ale,3.75
Mongozo (Palmnut),3.75
Team Porter,3.75
Stirling Brig 1297,3.75
Légèreté Belgian Strong Ale,3.75
TRI-PA,3.75
Bokbier,3.75
Oliver's Strong Ale,3.75
Dominion Pale Ale / Hop Mountain,3.75
Dark Construct Stout,3.75
Talon - True Style Barley Wine Ale,3.75
Sigtuna Back In Black,3.75
Wharehouse Stout,3.75
La Défroquée,3.75
Cupid's Chocolate Oatmeal Belgian Stout,3.75
Hartwall Suklaa Porter,3.75
Oliver's The Darkness,3.75
One Hop: Cascade,3.75
Stellwagen Stout,3.75
Oak Aged Smoked Porter,3.75
Ramuri Bucefalo,3.75
Hop Zeppelin,3.75
Witkap Pater Singel / Stimulo,3.75
Potomac Pale Ale,3.75
Miracle Tripel,3.75
Carolina Oktoberfest Lager,3.75
Brok Porter,3.75
Le Bedon,3.75
Oliver's Godgifu,3.75
Goldings Red,3.75
Hopf Ice,3.75
McNeill's Champ Ale,3.75
Bravo Pale,3.75
Brøckhouse Epic IPA,3.75
Über Oktolager,3.75
Red Light White,3.75
Pigs Do Fly!!,3.75
Forgotten Hollow Cinnamon Porter,3.75
Great Lakes/Andrew Bartle Heavy Petting Saison,3.75
New Holland Brother Jacob,3.75
Syem Kron Svetloye,3.75
Boston Blackstone Porter,3.75
Rocky Mountain Brunette,3.75
5-inin IPA,3.75
Bagpiper Scottish Ale,3.75
Barrington Bavarian Wheat,3.75
Augustiner Bräu Pils,3.75
Brick Anniversary Pilsner,3.75
Augustiner Bräu Heller Bock,3.75
Hop Gun,3.75
Barley's Draggin' Ass Stout,3.75
Stone Cat Ale,3.75
Ball Park Maibock,3.75
Arcadia Roggan Berry,3.75
Savage Mill Porter,3.75
Millstream Big Honey Hefe,3.75
Kozlak Bock Beer,3.75
Harvest From The Hood,3.75
Gillespie Brown,3.75
Harley Honey  Wheat,3.75
Ambrosia Maibock,3.75
Grolsch 2.5 Lemon,3.75
Southwold German Style Wheat Beer,3.75
Hop To Conclusions,3.75
Pasayten Porter,3.75
Triumph Yorick's Maibock,3.75
St. Nicholas,3.75
Wheat The People,3.75
Shepard's Crook Scottish Ale,3.75
Nigel's Rather Large Ale,3.75
Boon Framboise,3.75
Elderado,3.75
Abbey Brown,3.75
Hopvine India Pale Ale,3.75
Luna Sea Lager,3.75
Old Wylies IPA,3.75
Wachusett Imperial Pumpkin Ale,3.75
Hooked Up Hefe Weizen,3.75
Winter Rental Black Lager,3.75
Co Hop IV,3.75
Mad Molly Brown Ale,3.75
Dame Blanche,3.75
Montagne Brun,3.75
Chatham India Pale Ale,3.75
Hearth Ale,3.75
Ring Of Fire Chili Ale,3.75
Rother Valley Boadicea,3.75
Berrow BBBB (4B - Berrow Brewery Best Bitter),3.75
Sudwerk Hefe-Weizen,3.75
Abbey Oatmeal Stout,3.75
Spring Creek Lager,3.75
Gateway Golden Ale,3.75
Mad Town Nut Brown,3.75
Captain Ron's Imperial IPA,3.75
St. Stans Bill's Brown Bag Barley Wine,3.75
Imperial India Pale Ale (DIPA),3.75
Gigantes,3.75
Mönchshof Festbier,3.75
Kasteel Rouge,3.75
Abbaye De Floreffe Double,3.75
Brew Moon Orion Red,3.75
Milly's Hillsborough Hefeweizen,3.75
Reitter Pils,3.75
Drake's Bi-Pod,3.75
Black Forest Smoked Hefeweizen,3.75
Whitstable IPA,3.75
Oldejaorsbier,3.75
Highway 61 Hefeweizen,3.75
Anne Marie's Amber,3.75
Snow Extra Cool,3.75
Brooklyn Oktoberfest Beer,3.75
Batch 376,3.75
Gnoffs APA,3.75
Drake's Jackie Chiles Mild,3.75
Rock Hopped Pale Ale,3.76
Dark Mild,3.76
R F Brown,3.76
German Wheat,3.76
Golden Boot,3.76
Königsbacher Zischke Dunkel,3.76
La Binchoise Flora  Bière De Printemps,3.76
California Common,3.76
Freude,3.76
Red Ghost IPA,3.76
Sierra Nevada Best Bitter Ale,3.76
Alligator Blackened Lager,3.76
Boneyard Barleywine,3.76
Belgian Style Blond,3.76
Old Burton,3.76
Honest Injun Stout,3.76
Red Mile Lager,3.76
Wheelchair,3.76
1984 Golden Ale,3.76
"\"Just One More\" Scotch Ale",3.76
Maduro Oatmeal Brown Ale - Cedar Aged (Humidor Series),3.76
Cyclops,3.76
Heaven,3.76
Patriots Pilsner,3.76
Diebels Alt,3.76
Fireball,3.76
Wien,3.76
Hopdaemon Leviathan,3.76
Iron Head Porter Old No. 3,3.76
Max Hophead Imperial Red,3.76
Nils Oscar Jubileum 15,3.76
DéCIBeL,3.76
Mountain Goat Double India Pale Ale,3.76
Cuvee Series One (Oak Aged Series),3.76
Shamrock Jack's Pale Ale,3.76
Road Kill Barleywine Style Ale,3.76
Market Cross Red,3.76
Dreamenator,3.76
Wagenings Bokbier,3.76
House Brand IPA,3.76
German Pilsner,3.76
Pot Of Gold Potato Stout,3.76
Frankenmuth J.B. McGinnis Dry Irish Stout,3.76
King Brown,3.76
Grizzly Peak Antwerp Amber Ale,3.76
Black Bavarian Lager,3.76
True South Cherry Bomb,3.76
Hopfen Ublich,3.76
Abita Select Imperial Pilsner,3.76
Trapp Bourbon Barrel Bock,3.76
Dr. Tongue,3.76
Golden Thistle Very Bitter Ale,3.76
Eisenbahn Vigorosa (Weizenbock),3.76
Watkin OSB Old Style Bitter,3.76
Jupiter,3.76
Super Brown Ale,3.76
Merry Monks' Ale,3.76
Sea Dog Irish Red Ale,3.76
Decadence,3.76
NBC India Pale Ale (IPA),3.76
Dinkelacker Goldhälsle,3.76
Hurricane Kitty,3.76
Southside Blonde,3.76
Quilter's Irish Death,3.76
Agnes Irish Red,3.76
St. Georgenbräu Schwarz Bock,3.76
Samuel Smith's Organic Strawberry Fruit Beer,3.76
Farmhouse,3.76
Whitehead Super 8,3.76
Renewale - 2010,3.76
El Diablo Deluxe,3.76
Peeping Peater Scotch Ale,3.76
Swing Low,3.76
Raasted Buur Øl,3.76
Sid's Stout,3.76
Crooked Stave Good Glory,3.76
Steel Toe Stout,3.76
Willimantic Six Shooter Stout,3.76
Old Slug Porter,3.76
House Ales Facing Worlds,3.76
Belgian Strong Ale,3.76
Harpoon Leviathan - Barleywine Style Ale,3.76
FireHouse Porter,3.76
Lambeak Wants Raspberry,3.76
Port Townsend Pale Ale,3.76
Super Nova Summer Fest,3.76
Dead Goat Porter,3.76
Susquehanna Oatmeal Stout,3.76
Pisgah Porter,3.76
Re Hop,3.76
Appalachian Dunkelweizen,3.76
Red Horizon,3.76
Hopscotch,3.76
Time Warp Trippel,3.76
Snowstorm 2007,3.76
W'07 Pale Ale,3.76
Herrnbräu Weizenbock,3.76
La Souris,3.76
Imperial DunkelWit,3.76
Red Racer Pale Ale,3.76
Rigamarole Rye,3.76
Brown's Oktoberfest,3.76
Winter Beer 2011,3.76
Bell's Eccentric Ale 2009 (Released 2010),3.76
MacTarnahan's Gran Luxe Tripel Ale,3.76
Amur Pivo Tyemnoye,3.76
Blind Pig Biere De Noel,3.76
Malakias,3.76
Stone Old Guardian BELGO Barleywine (Bourbon Barrel),3.76
Pumpkin Berliner Weisse,3.76
2010 Christmas Ale,3.76
Hop School Warrior,3.76
Franconia Fall'n Bock,3.76
Monsieur Rock,3.76
Adelardus Tripel,3.76
L'Ambree,3.76
Maine Coast Eden Porter,3.76
KSB - Kinda Special Bitter,3.76
Ølfabrikken Tisvilde Blonde,3.76
Rudolph's Red Ale,3.76
Hübner-Bräu Vollbier (Landbier),3.76
McNeill's Organic Pale Ale,3.76
Backhouse Bitter,3.76
Stonewall Stout,3.76
Penn Oktoberfest,3.76
Fuller's Chiswick Bitter,3.76
Boscos Isle Of Skye Scottish Ale (Little Rock),3.76
Evensong,3.76
Esteemed Beer,3.76
Stela,3.76
Dick's Double Danger (Dedication Series),3.76
New Holland Czarist,3.76
Zuur Bruin Fret,3.76
Rogen Weizen,3.76
Death Metal,3.76
Herman Joseph's Private Reserve,3.76
XII (spiced Bronze Ale),3.76
Hell's Half Mile,3.76
McFord's Irish Red Ale,3.76
UrKontinent,3.76
Kooinda Pale Ale,3.76
Guinness Extra Stout (Germany),3.76
Arcadia HopMouth Double IPA,3.76
Gorch Fock,3.76
Coalition Porter,3.76
Our Special Ale 1991 (Anchor Christmas Ale),3.76
Brewmasters Private Reserve 2007,3.76
Hopulus Localus Harvest Ale,3.76
Six Row Kölsch,3.76
Danny McGovern's Oatmeal Stout,3.76
Licher Pils,3.76
Faro Pertotale,3.76
Odyssey Imperial IPA 2007,3.76
Crystal Diplomat Dark Beer,3.76
4x4,3.76
Barrel Aged Alpha Klaus With Blackberries,3.76
Brandy Barrel The Crusch,3.76
Wolferstetter Weizen Bock,3.76
Explorer ESB,3.76
Ocracoke American Wheat,3.76
Imperial Oktoberfest,3.76
Gold Leader,3.76
Panil Divina,3.76
Brewer's Reserve Irish Red Ale,3.76
Dunkle Witte (Dark & White),3.76
Brewhouse Bock,3.76
Sabre's Edge,3.76
Seabright Amber,3.76
Demented Duck Amber Ale,3.76
Katz's Ale,3.76
Calhoun's Kolsch,3.76
The Willy Wonka,3.76
Seven,3.76
Bayrisch Pale,3.76
Mary Jane,3.76
Kissmeyer Charlevoix Collaboration Saison,3.76
Fire House Red Wheat,3.76
Three Ring Ale,3.76
Church Key Doug's Stout,3.76
V,3.76
Volte-Face,3.76
Thomaskirch Pils,3.76
La Granja Stout (Ontario Maple Syrup Edition),3.76
Saint Landelin La Divine,3.76
Sweetwater Exodus Porter,3.76
Eikelbier,3.76
Pedro's Porter,3.76
Centennial Ale,3.76
Helles,3.76
Broken Shovel Stout,3.76
