beer/brewerId,beer_names,brewer_average
6798,Reitter Pils,3.75
700,"Loser Pale Ale, Golden Gorgon Ale, Trip VII, The Red Queen, Toro Oro, Ambrosia Maibock, Bete Noel, Polycephalus, Dragon's Tooth Oatmeal Stout, Trip XI, Mr. Yuck Sour Pumpkin Ale, Bete Blanche Belgian-Style Tripel, Daedalus Irish Stout, Trip II, Trip VIII, Green Man Organic IPA, AK-47, Bête N'Owl Moon, White Woods Wit, Son Of Bete Blanche, Oregone, Koh-I-Noor, The Wise ESB, Trip IV, Saison Poivre, Perseus Porter, Pride Of Humongous, Coche De Medianoche, Night Owl Pumpkin Ale, Men's Room Ale, Thingamabob Strong Lager, The Immortal IPA, Trip V, Saison Elysee, Bye-Bye Frost, Pandora's Bock, Rosemary's Baby, Yuzu's Belgian-style Golden, Backhanded Compliment, The Perfesser, Loki Lager, Valkyrie Strong Ale, Elysian Fields Pale Ale, 8472, Son Of Wout, Jack O' Bite, Kama Citra Wet Hop Ale, Minotaur Dark Lager, Akhathen, Trip III, PK-47, Erik The Red, Senior Moment Old Ale, Cyclops Barleywine, Kaiser Kurbis, Hydra Hefe Weizen, Achilles Amber Ale, Rhubarbarella, River Of Orchids Hefeweizen, Brett Frost, Trip IX, Avatar Imperial Jasmine IPA-  Brew 2000, Zephyrus Pilsner, Dark O' The Moon, Sextacula, Prometheus IPA, Icarus, OM Pomegranate Pale Ale, Slight Return, Type O Blood Orange Ale, The Horror Belgian Stout, The Great Pumpkin, Avatar Jasmine IPA, Exchequer Bitter, Valhalla, Hansel And Gretel, BiFrost, Saison Of The Witch, Pumpkin Heart Scottish Ale, The Immortal (Dry Hopped) IPA, Idiot Sauvin, Helios, Polyphemus",3.75
7101,"Bock, Marzoni's Imperial Stout, Weizenbock, Maibock, Marzoni's Golden Ale, Marzoni's Imperial Stout - Barrel Aged, Amber, Chocolate Wheat, Marzoni's Wheat Wine, Stone Mason Stout, Lichtenhainer, Anniversary Ale, Three Rivers Gold, Saison, Doppelbock, Kölsch, Locke Mountain Light, Avalanche IPA, Patchway Pale Ale, Smoked Porter, Campbells Scotch Ale, Highway 22 Wheat",3.75
7281,"Hainfelder Spezialbier Dunkel, Hainfelder Lagerbier Hell",3.75
7706,"Zwickelbier, Boltens Ur-Alt, Niederrhein Alt, Bolten Alt, Ur-Weizen",3.75
866,"Elderberry, Black Irish Vanilla Bean Porter, Turbo-Sarge, Santa Claws Christmas Cake Porter, Entire Butt Porter, Session Ale, Corporal Punishment, Corporal's Bitter Brown Ale, Summit Pale Ale, Tsarina Katarina, Ginger's Ale, Perry's Atomic Pumpkin Ale, Sgt Major's Double IPA, Captain Cascade, Tsarina Katarina Cinammon 2006, Fire In The Hole Smoked Porter, Black Irish Porter, Major Misconduct, Kellertrubes Lager, Stuart's Natural Session Ale, Dry Hop Border Bitter, Sgt Major's IPA, Mental Bob Old Ale, Admiral Perry, John By Imperial Stout, Mocha Brown, Millenium Vintage Porter, 90 Glengarry Shilling Ale, Black Plain Strawberry Porter, Dogsbody, Numbnuts",3.75
894,"Nils Oscar Trippel, Nils Oscar Julöl 2005, Nils Oscar Rökporter 2007, Nils Oscar Kalaspåsköl 2010, Nils Oscar Saison, Nils Oscar India Pale Ale, Nils Oscar Imperial Stout, Nils Oscar God Lager, Nils Oscar Vår Ale, Nils Oscar Coffee Stout, Nils Oscar Barley Wine, Nils Oscar Lundgrens Lager, Nils Oscar Farm Ale, Nils Oscar Julöl 2006, Nils Oscar Rökporter, Nils Oscar Kalasöl, Nils Oscar Julöl 2007, Nils Oscar Julöl 2008, Nils Oscar Kalaspåsköl (vintages -2008), Nils Oscar Hop Yard IPA, Nils Oscar God Ale, Nils Oscar Pils, Nils Oscar Jubileum 15, Nils Oscar Harvest Ale, Nils Oscar Julöl 2001 & 2002, Nils Oscar Kalasjulöl, Nils Oscar Brown Ale, Nils Oscar Sorachi Blond, Nils Oscar Kaffe Casken!, Nils Oscar Vår Öl, Nils Oscar Julöl 2009 –, Nils Oscar Kalaspåsköl 2009, Nils Oscar Julöl 2004, Nils Oscar Påsk Ale, Nils Oscar Kalaspåsköl 2011",3.75
8950,"Vin D'orge, Cascade, Calumet, MacKrokenFlower, Ma Brasserie Blanche Soleil, Ma Brasserie Saison De Blé, Calumet Grand Chef, Impériale Stout, Ma Brasserie Projet X Pale Ale, Scotch Ale, IPA #1, IPA #2, Alt, Ma Brasserie Projet X Rousse Épicée, S, Double, Na Zdravi, Cascade Plus, Bock Émissaire, Azimut, La Marie Stuart, Triple, 4ieme De 1000 Délice Des Moines, Golding India Pale Ale",3.75
9054,"Nelson's Delight, Chimera Gold, Chimera Quadhop, Chimera India Pale Ale, Chimera Dark Delight, Chimera German Pale Ale, Chocolate Orange Delight, Brunel's Birthday Special",3.75
923,"Local Series Hoperation Ivy #17, True Blonde Dubbel, Pinstripe Red Ale, Local Series Hoperation Ivy #20, Steel Toe Stout, Dementia, Apple Blonde, Saison Du'rango, Modus Hoperandi, Local Series #10 Puck's Potion, Ska Sour, Big Shikes Orange Blossom Imperial Pilsener, Local Series Hoperation Ivy #13, The One Eyed Monster, Face Plant 2006, ESB Special Ale, Wheel Sucker Wheat, Decadent Imperial IPA, Nefarious Ten Pin Imperial Porter, The Toasters 30th Anniversary, Milk Stout, Buster Nut Brown Ale, Local Series Hoperation Ivy 11, Euphoria Pale Ale, Local Series Merlo Stout #12, DIFF, Oak Aged Orange Cream Stout #14, Mexican Logger, Drunken Pumpkin Nefarious, Barrel Aged Nefarious, Peach Brandy Scotch Ale, Ten Pin Porter!, Local Series Sethvleteren 8, Local Series Clancy's Black Beer #16, True Blonde Ale",3.75
940,"Dogwood Stout, Youngblood's Imperial Porter, Excellent Adventure Barley Wine, Breakdown IPA, Dogwood Summer Brew, Dogwood Winter Ale (2003 Special Edition), Dogwood Winter (2002), Dogwood Octoberfest, Dogwood Pilsner, Dogwood Winter Ale (2003 Whiskey-Barrel Aged), Dogwood Pale Ale, Dogwood Winter Ale (2003), Dogwood Decadent Ale, Dogwood Bock, Dogwood Winter Ale (2001)",3.75
9617,"Belgian Pumpkin Porter, Bastone Pale Ale, Pin-Up Blonde, Coffee Stout, Bastone Pilsner, Bastone Monumental Blonde, Bastone Dubbel, Bastone Double IPA, Bastone Wit, Bastone Tripel, Seamroy Red Lager, Bastone Maibock, Bastone American Stout, Bastone IPA, Bastone Dopplebock, Bastone Blonde, Bastone Belgian Red, Bastone Dunkel, Bastone Baltic Poter, Stalwart Irish Stout",3.75
10096,"Eisenbahn Strong Golden Ale, Eisenbahn 5 Anos, Eisenbahn Weizenbier, Eisenbahn Dourada (Kölsch), Eisenbahn Rauchbier, Eisenbahn Pilsen, Eisenbahn S.A.P.A. (South American Pale Ale), Eisenbahn Oktoberfest, Eisenbahn Pale Ale, Eisenbahn Weihnachts Ale, Eisenbahn Lust Prestige, Eisenbahn Vigorosa (Weizenbock), Eisenbahn A Dama Do Lago, Eisenbahn Lust, Eisenbahn Pilsen Orgânica, Eisenbahn São Sebá, Eisenbahn Escura (Dunkel)",3.74
10370,"Black Mari'a, Duke Of Bronte Capstan F.S., Estivator, Hibernator",3.74
10583,"Barstow-Lundy Barleywine, Oktoberfest, The Dark Path Dark Lager, Kent Lake Kolsch, Mocha Porter, Chazz Cat Rye, Boston Porter, The Malice, JC Flyer IPA, Coco Brown Ale, Epiphany Ale, Fairfax Coffee Porter, Rye The Funk Not?, Anne Marie's Amber, Iron Springs IPA, Crippla, 2011 Symposium Oyster Stout, Alawicious Whit, Edwin's Winter Scotch Ale (American Oak), Black Magic Rye P.A., Edwin's Winter Scotch Ale, Czechered Past Pilsner, The Crippla Version 2.1, Edwin's 2009 Brandy Barrel-Aged Winterscotch Ale, The Menace, Bear’s DeadicAle, Casey Jones Imperial IPA, Shining Star Pale Ale, Sless' Oatmeal Stout",3.74
10898,"Bödeln, Narren, Alkemisten, Kosacken, Munken, Sotarn, Joars Dricka, Baronen, Bonden, Julnarren Special Winter Ale, Vinternarren",3.74
10990,"Par 3, Extra Special Pepper, Gulf Porter, Southern Gold, Ship Island Ale, Lighthouse Pale Ale, Tropical Reb Ale, Indian Summer, Southern Pecan - Cherries, Raisins, & Vanilla, Southern Pecan, Deep South Pale Ale, Blue Heron, Southern Gold - Candied Pear, Deep South Pale Ale (Reb Ale), Harvest Moon, Southern Gentleman, Jefferson Stout, AmberJaque, N'awlins Golden, Ginger Jaque, Jefferson Stout - Peaches, Cinnamon, Nutmeg, & Peach Tea",3.74
11186,"Old Grainstore Gold, Ten-Fifty, India Pale Ale (Phipps NBC), Grainstore Rutland Beast, Rutland Panther",3.74
11264,"Highland Diesel Scotch Ale, City View London Porter, McNutts Bitter, Aidan Michael's Amber Lager, Winkle Lager Pilsener, Cliffside Black Lager",3.74
12115,"Raspberry Beer, Pale Ale, Wheat Ale, Black Lager, Mango Beer, Pilsner",3.74
12981,"Nappa Scar, Garsdale Smokebox",3.74
13397,"Vandalia Ale, Old Snowshoe Winter Ale, Stout, Nut Brown Ale, Pale Ale, Rye Ale, Red Ale, Kolsch, Lager",3.74
13423,"Two-Bit Amber, Ogtoberfest, Boxcars, Polygamy Pale Ale, Black Hole, Grizzly Brown Ale, Wicked Widow Maker, Lewis Peak Vienna Lager, If I Were A Mai Bock, Heavenly Cream Ale, Wasatch Warrior, Lighting 388, Rhode Island Red, ARGO E.S.B., Schwestern Dunkel Weizen, Deep Powder Dortmunder, Rude Ram Red, Diamondback Ale, Over The Hill, Steam Beer, Junction City Chocolate Stout, Cyclops Irish Stout, One Trick Pony, Bee's Knees Honey Wheat, Kringle, Indian Summer Nut Brown Ale, Patio Night's Pilsner, Holiday Rosemary Porter",3.74
13667,"Maibock, Starr Hill Amber Ale, Barleywine, Box Car Pumpkin Porter, The Love, Smoke Out, The Gift (WinterBock Lager), Franklin's Sour, Starr Hill Pale Ale, Northern Lights IPA, Bourbon Barrel Barleywine, Starr Hill Jomo Lager, Double Platinum, Festie, Brew Ridge Trail Collaboration Ale, Dark Starr Stout, Bourbon Barrel Cryptical Imperial Stout, Starr Hill Amber Lights, Monticello Reserve Ale, Cryptical Imperial Stout, Lucy, Sonic Boom, McSteamy",3.74
13981,"Sweet Sardarine Robust Porter, Slow Down Brown, Pigtail Pilsner, Schwartz, PigTail Blonde, Il Vicino Amber, Irish Red, Dark And Lusty Stout, Vienna Lager, Wet Mountain IPA, Il Vicino St. Bobs Imperial Stout, Il Vicino Saison",3.74
14413,"Mack's Dark Long Day, Lake Paddler Pale Ale, Irishmen Amber, JackAle Lantern, Lake Paddler, KnotHead, Stromm-Hammer IPA, Wheat Whale Ale, Barley O'Gnarly, Knot Tree Porter, Shillelagh Organic IPA, The Old Ball & Chain, Huckleberry Blonde",3.74
1475,"Brewed Witch, Oliver House Porter, Toasted Coconut Stout, Amarillo Brillo, Cask Conditioned IPA, Rye Level Double I.P.A., Russian Imperial Stout, Oatmeal Stout, Hazelnut Porter, Summer Stinger, Belgian Wit, Chocolate Mint Stout, Select Lager, Dunkel, Fallen Timbers Red Ale, Boyer's Brown Ale, Fall Lager, Summit Street Pale Ale, Buckeye Beer, Vanilla Bean Stout, Chocolate Stout, Winterfest Ale, Pumpkin Ale, Naked Saison, Hefe Weizen, Raspberry Wheat, Dry Stout, High Level Lager, English Pale Ale, Doppelbock, English Mild Ale, 150th Anniversary Ale, Rye Beer, Maple Oatmeal Brown Ale, Glass City Pale Ale, Irish Red Ale, Munich, Blitzen Holiday Ale, Willy's Wheat, Java Stout, Kolsch, Octoberfest, Tripel, Glass City Pale Ale (new), Dubbel, Heavy Stout, Very Special Bitter, Total Eclipse Breakfast Stout, IPA, Strange Brew, Smoke Bomb, Pineapple Wheat, Maibock",3.74
14822,"Leichtbier, Adelskronen Pils, Weizen, Bockbier, Vollbier, Festbier",3.74
1548,"Cerasus Fermentum, Steamin' Demon, John Harvard's Light, Potomac Porter, Irish Red Ale, Penguin Pils, Bavarian Sun, Fat Turkey Brown, Oarsman Apricot, Frank's 1st IPA, Toasted Brown Ale, Seven Grain Stout, Friggin' Swheat, Beechwood Smoked Amber Ale, AAA Gold, Mid-Winter Ale, Wacky Wheat #3, Blackout IPA, Ardenne Ale, Les Tois Amis, Clavock Imperial Stout, Belgian Witbier, HOPpopotamus, Brother Walfrid's Irish Ale, Celic Strong Ale, G.P.S. IPA, Raspberry Wheat, Nut Brown Ale, Mad Tom's Old Ale, Aphrodite Gold, Light, Amarillo Armadillo, The Anti-Spice, Mad Bishop Ale, Amber Stone Ale, Sunburn IPA, British Mild Ale, Blackberry Ale, Kerensky's Imperial Stout, Blueberry Wheat, Zoe's Belgian Wit, Belgian Black, Midlands Mild \"A Spoonful Weighs A Ton\", Pinstripe Porter, McConnell's Revenge, Weizenbock, Plush Porter, Skull Sealer Barleywine, N.F. ALe, XX Export Stout, Imperial Stout, Twelfth Night Wassail, Northern Lights Honey Spice, Farmhouse Ale, \"Nein Toll Bier\" German Alt, Chocolate Milk Stout, Highland Heather Scotch Ale, Wit, Something Something Red, Irish Dry Stout, Raspberry Wit, Apricot Cream Ale, Black Hole Ale, St. Drogo Belgian Ale, Tavern Light, Golden Apricot Ale, Milk Stout, JHBH ESB, Pumpkin Porter, Friggin Swheat V2.0, Harvard Square Helles, Summer Blonde, Pure Pilsen, Frostbite Lager, Queen Bee Honey Ale, Bavarian Hefeweizen, Burning Bridge Bock, Antolini Rye Ale, Draught House Brown Ale, Apeman Ale, Abbey De Dunster, Big Tex IPA, Rye Pale Ale, Dunster Street Amber, John Harvard's Spring Maibock, Czech Pils, Alligator Swamp ESB, Celtic Irish Red, Creamy McStout, Black Mountain Stout, Belgian Brown Ale, East Coast Amber, The Warrior's Code ESB, Sucker-Punch IPA, Amber Lager, The Big 4-0 Barleywine, Change Of Plans, Light Lager, Mo' Bay Stout, Presidential Blonde Bock, Freedom Stout, Smokey The Beer, Brown Recluse IPA, Empire IPA, The Doctor, Friar Lawrence's Potion, Blueberry Lager, Oak Aged Kripple Kriek, Long Island Light Lager, Wit Wedding, Autumn Apricot, Double Wheat, Black Watch Scotch Ale, Mr. C's Rye Bock, Dastardly Dark Lager, Brian's Excellent Amber Lager, Wheat Wine, XO Stout, Robust Porter, Buckland Brown Ale, Wildstyle Oatmeal Stout, Belgian White, Decelerator Doppelbock, Ninja Breakfast Stout, Left Coast IPA, Munich Dark, Rattlesnake Rye-P.A., Bull Run Brown, Hue's Honey Wheat, Cherry Lager, Holiday Winterfest, Holiday Red, World Famous IPA, Tripel, Manchester Silver Fox, Harvest Spice Ale, Topple Dopplebock, Espresso Cream Stout, Demon DPA, Shoreditch, Sour Puss, Czechmate Ale, Bourbon Sue, Foo Fighter IPA, Double D'Licious Milk Stout, Hugh Hefe, The Silver Fox, Anniversary IPA, Grand Cru 2004, British Pale Mild, Belgian Spiced Ale, Dubbel Wassail, Cambridge Pilsner, Passion Fruit Wheat, Imperial IPA, Hugh Hefeweizen, Chocolate Stout, Farewell Summer Saison, William's Ale, Yukon Gold, Black Eagle Scotch Ale, Amber Weizen, Hop Magic, Crooked Caber, Barley Wine, Red Stout, Vitamin C IPA, Tall Tale Strong Ale, Hue Hefeweizen, West Coast IPA, The Big O, German Chocolate Stout, Instigator Bock, Colonial Gold, Midnight Oil, Smoked Scotch Ale, Shakespeare's Wit, A Doppelbock Named Sue, Amberdextrous, American Brown, Red Devil, Big Billy's Bock, Christmas Ale, Red In The Face Ale, Espresso Stout, N-2 Irish Stout, Vienna Lager, Black Hole IPA, All American Light Lager, Wilkins Kolsch, Belgian Quad, Golden Honey Ale, The Regulator Plum Ale, Bitter Insanity IPA, Shakespeare's \"Plonk\", All-American Wheat, Beelzebub Belgian Golden Strong, Pilgrim's Porter, Blackberry Wheat, Kölsch, Blackberry Blonde, Moving Pictures IPA, EFH ESB, Lost Love Raspberry Dark Ale, Cranberry Ale, North Shore Gold, Something Steamy Red Lager, Three Threads Porter, Old Willy India Pale Ale, Steel City Steam, Dortmunder Amber, Roggen Bier, Golden Spike IPA, Scottish Ale, Belgian Tripel, Bad News Brown, The Big 4-2 Barleywine, Kirley Q's IPA, Bête Noir, Havisham Porter, King Hop-Kick Double IPA, Chewbacca IPA, Flanders Flemish Stout, Cross Eyed Rye, Snozzberry Stout, Shovel-Head Porter, Crystal Pilsner, Winter Wheat Bock, Bleu, Thanks Mr. Noonan IPA, Okily Dokley, The Softest Bullet Ever Shot, Colonial Kölsch, Red-Headed Honey, TCT Pale Ale, Hoppy Day Pilsner, Bard's Best Bitter, Presidential Weizenbock, Harvard De Garde, William's Dark Wheat, Belgian Century, Black Forest Porter, Yorkshire Brown Ale, Altstadt Bier, Arch Angel, Ole Uppercut Strong Ale, Imperial Pale Ale, Bock, COPper Ale, Blue, Mid Winter Imperial Stout, Cold As Helles Lager, Oatmeal Stout, Crazy Cascadin' Ale, Dubbel Time Ale, Dirty Dawg Dunkelweizen, Weissbier, Beach Bum Brown, Dark Chocolate Porter, Raspberry Imperial Stout, Oktoberfest, Dry Irish Stout, Gold Nugget, Harvard Light, Honey Double Bock, Pilsner, Manchester Mild, Caroco-Weizen, May Gold, Provision Ale, Colonial Red, Scousers, Wildberry Lager, Baja Blonde, Black Widow Lager, American Stout, Hop Chronic IPA, Maibock, Apis Mellifera Brown Ale, Whiskey Barrel Imperial Stout, Pacific Coast IPA, Prickly Pear Wheat, Fire Engine Red, Unlucky IPA, XO Ale, Commercial Street Christmas Ale, Bière Du Père, Pale Ale, Keller Kölsch, Pumpkin Spice Ale, Winter Warmer, Toasted Oatmeal Stout, Olympic IPA, Dunkel Weizen, Marzen, Empire Strikes Bock, Angry Chewbacca, Old Eagle Wheat Wine, Harvard Pale Ale, Wee Heavy Scotch Ale, Mexi-Chusetts Lager, Cherry ALTbier, Cinnaster Stout, Belly Up IPA, Winter Splinter Ale, \"Fade To Black\" Porter, Abbey Dubbel, Dutch Lager, Mad PIPA', Blue Skies In Brugge, Bard's Brown, Midwinter's Imperial Stout, Rocky Point Pils, Snow Flurries White Ale, Grand Cru, Belgian Pale Ale, Thunderhead Spring Ale, Rye Red Ale, Irish Stout, Abockalypse Now, Molasses Porter, XS-Ive IPA, Muswell Mild, Ace Of Spades Double Stout, Strawberry Blond, Manchester Alt, Augustus Gloop's Porter, Ale With No Name, Belgian IPA, Holy Smoke, Amarillo Anonymous, Hefe-Weizen, Kyle's Last Lager, Double Deuce Barley Wine, Dockside Porter, Brett The Hitman Hart, Honey Brown, Black Watch Stout, Saison Du Jean, Oatmeal Scotch, Cherry Wheat, Rye Weiss, Altbier, IPA Lot #1, Double Bock, Abbey Gold Ale, Baltic Porter, Cherry Blossom, Broken Spoke Scotch Ale, Brimstone Red, Oatmeal Amber, Barbarian Bock, Bert's Best Bitter, Export Stout, El Chupacabra Barley Wine, Loch Lanier Scottish Ale, California Stars, Schwarzbier, Pan's Pilsner, Newtowne Nutbrown Ale, Hellesbock Lager, Trippel Lindy, Shorditch Ale, Fire Drake Barleywine, Swankey, Houblon Saison, 6 Vs. 44 English Pale Ale, Half-Way Stout, Bluebeards Porter, West Coast Stout, Simply Amber, Red, Philly Cream Ale, Raspberry Farmhouse Ale, Old Man Winter, Double O Stout, Old # 13, Bitter, All American Lager, Double Trouble Bock, Lost Love Raspberry Dark, Vienna Gold, Bohemian Cristal Pils, Stormcatcher IPA, India Pale Ale (IPA), Double Magnum ESB, Light Ale, EKG ESB, Holy SIP, West Side Wheat, Atari Rice Ale, Czar Tar Imperial Stout, Black Bavarian Lager, Stonehenge Scotch Ale",3.74
15522,"Pilsner, Schwarzbier, Hefeweizen Dunkel, Rauchbier, Dunkels, Altbier, Maerzen, Hefeweizen, Lager",3.74
17911,"Albertus Dunkel, Fleur D' Abeilles, Maximus",3.74
18168,"Ry Guy's Rye, Rosemary's Baby, Wee Heavy, Zeitgeist Berliner Weissee, Vanilla Bourbon Stout, Yeah Peaches, Tropic Thunder, Hop Common, Paramount Pale Ale, Shotgun Willy IPA, PB XXXMas Stout, Sally Sweeney Stout, Yellow Brick Road, Dunkelweizen, Indian Point IPA, Cha Cha Chai Brown Ale, C.R.E.A.M., Old Wagon Ale",3.74
18372,"White Cap Wheat, Full Sail Stout Ale, Bluff Point Brown, Old Urbana Barleywine Ale, Afternburner Habenero Beer, Briglin Road Red, Hoppy Laker IPA, KBC Pale Ale, Local Mocha Coffee Stout, White Cap Wazz-berry",3.74
18393,"Bamberg Weizen, Bamberg Pilsen, Bamberg Schwarzbier, Due, Bamberg Alt, Bamberg Helles, Bamberg Rauchbier, Bamberg Camila Camila, Bamberg Bock, Bamberg München, Tcheca, Biertruppe Vintage, Bamberg St. Michael",3.74
18639,"Rapscallion Biere De Mars, Lager, Rapscallion Grand Creation, Rapscallion White, Rapscallion Blessing, Rapscallion Creation, Rapscallion Honey, M350, Rapscallion Premier",3.74
1901,"Cheat Mountain Gold, Gristmill Wheat, Vienna Lager, Red Baron, Lovelace Lager, Ned In A Barrel, Maple Brown Ale, Abbey Ale, Bourbon Barrel Blackwater Stout, Blackwater Stout, Hoppy Hippie, Scottish Ale, White Out Wit, Mo'Town Rye Brown Ale, Christmas Ale, Alt Bier, Old Man Winter, Fondelblonde, Irish Stout, Boneyard Amber Ale, Old Engine 86, Apricot Wheat, Oktoberfest, Cherry Wheat, Appalachian Ale, Blackberry-Juniper Wheat, Baltic Porter, Raspberry Wheat, Coal Porter, Pillowrock Pilsner, Neds Pale Ale, Beer Belly Bock, Decker's Dunkel",3.74
19300,"Arboo, Magus",3.74
19348,"Xbeeriment Madraz IPA, Xbeeriment Barack (Xbeeriment #44), Xbeeriment Den Sure Kanon, Whisky Woody, Xbeeriment Den Sure Trækanon, XBeeriment Hoppenheimer Imperial IPA, Xbeeriment Quad, Xbeeriment Black Force One",3.74
19476,"Black Cat, Lupulus Pale Ale, Bukkake, Hoptilicus, Kama Citra (Høst Citra), Tia Loca (Vårwit), Ammestout, Fat Cat Red Ale, Yulewine, Weed Smoked Wheat, Jule IPA, Påske, Mørke - Pumpernickel Porter, Kriekselikroxen, Hopfix, Essentia Bina, Nordic Rye Ale, White Cat, Dark Hops, Malus Pater",3.74
19597,"Beyond The Pale, Duc De Carnouët, Old Stoat, Les Fous Tartarin's Top Tipple, Orson Ale, Whyld Mild",3.74
19602,"Tae Bay Stout, IPA, Scottish Ale, Donner Irish Red",3.74
2102,"Annie's Amber Ale, Roundup Rye, Dusseldorf Alt, Lewis And Clark Lager, Oregon Trail Raspberry Wheat, Fin Porter, Toganoxie Honey Wheat, Samuel Colt Kolsch, Light Gold Ale, Boktoberfest, Stampede Stout, Rough Rider Pale Ale, Wee Willy's Kilt Lifter",3.74
21279,"Chocolate Stout, Stock Ram, Lambs Gold, Gimmer's Mischief",3.74
21366,Export,3.74
214,"Brugse Tripel, Steenbrugge Dubbel Bruin, Blanche de Bruges, Steenbrugge Abbey Tripel, Brugge Blond",3.74
21862,"Annabelle's India Pale Ale, Fevre River Ale, Uptown Nut Brown, Farmer's Cream Ale, Jah-pricot Wheat Ale, Uly's Dark Chocolate Oatmeal Stout, Paradox Ale, Miner's Treasure Late Amber",3.74
2194,"Rio Salado Mai Bock, Rio Salado Redzilla, Rio Salado Defibrillator Dopplebock, Rio Salado Saison De Carbs, Rio Salado Anniversary Apricot Hefeweizen, Rio Salado DoppelSchwarz, Rio Salado Keller Pils, Rio Salado Tornado Helles Bock Pale Lager, Rio Salado Jack Swilling Pale Ale, Rio Salado Cold Front Kolsch Style Ale, Rio Salado Hurricane Hefeweizen, Rio Salado Monsoon Maerzen Amber Lager, Rio Salado Thunderhead Schwarz Dark Lager, Rio Salado Blizzard Bock Winter Wheat Ale, Rio Salado Lightning Bolt Pilsner Blond Lager, Rio Salado Killarney Stout, Rio Salado Summer Typhoon Cherry Weisse Ale, Rio Salado Autumn Deluge Alt Bier Amber Ale, Rio Salado Witty Witbier, Rio Salado Bock Is Beautiful",3.74
22194,"Flat Tail Saison De La Tail, Paladian DIPA, Lovin' Hoppin' Squeezin', Mama Duncan's Apple Beer, Golden Years Pineapple IPA, Tailgater, Red Bush Sour Double Wit, 1st Anniversary Ale, Flat Tail Licentious Goat, Old 24, Flat Tail Corvalier Weisse, Flat Tail Some Like It Hop, Local's Only Sour Wit, 6am Stout, Flat Tail Belgian Blonde, Raspberry Beret, Nice Melons, Flat Tail Bourbon Pale, Flat Tail IPA, Flat Tail Kitchen Sink Ale, Mother Superior",3.74
22496,"Clocktower Fenian Red, IPA",3.74
22829,Ale,3.74
23014,"Black, Castover Belgian Gold, Sacred Hop",3.74
2308,"Maibock, Chicago Belgian Dubbel, Oatmeal Raisin Cookie, Pale Rider, Old Scratchy, India Pale Ale (Big I.P.A.), Red Rocker, Double Berry Wheat, Weizenbock, Cocoa For Coconuts, Imperial I.P.A., Frostbite Ale, Stout Of Order (Black Star Stout), Big I.P.A., Hawaiian Honey, Strong Scotch Ale, Spring Festival Lager, Hardway IPA, Ramblin' Reck Amber Ale, Ultimate Weiss, Special Belgian, Frambozen Raspberry Brown Ale, Daisy Chain Belgian Tripel, Full Throttle I.P.A., Cherry Caudill, Blueberry Vanilla Wheat, Old Town Brown, Oktober Fest, Mad Monk's Dubbel, Golden Gunnar Pilsner, All Nighter, Cilantro Lime Ale, Imperial Stout, Weizenheimer Wheat, Raspberry Wheat",3.74
23698,"Tatonka Stout, Tempist IPA",3.74
24102,"Berry Naked Black Raspberry Ale, Bare Bock, Nice And Naughty Christmas Ale, Hopulus Localus Harvest Ale, Wind Blown Amber Ale, Starkers IPA, Anniversary Roggen Beer, 45 Fathoms Porter",3.74
24245,"Shire Stout, Ibis, Hop, Den Dorstige Tijger",3.74
2506,"Hoepfner Goldköpfle, Hoepfner Porter, Hefe Weizen, Hoepfner Keller-Weizen, Export, Krausen, Maibock, Pilsner",3.74
2636,"Scherdel Helle Weisse, Scherdel Premium Pilsner, Scherdel Lager, Scherdel Schwarzes",3.74
26535,"Nuit D'automne, Sieur De Léry, St-Édouard",3.74
266,"John Barleycorn 2006 Harvest, Mad River Bourbon Barrel Extra Stout, Jamaica Red Ale, Double Dread Imperial Red Ale, Serious Madness, Rye Pale Ale, John Barleycorn - Port Barrel Aged, Mad Belgian, Super Chili Pepper Madness, Le Peche, John Barleycorn Barleywine Ale, Jamaica Sunset India Pale Ale, Steelhead Double India Pale Ale, 22nd Anniversary Rorschach Three, 21st Anniversary Rorschach Two Double Brown Ale, Jamaica Sunrise ESB, Steelhead Extra Stout, North Coast COOP Organic Whale Tale Ale, 20th Anniversary Rorschach One, John Barleycorn - Brandy Barrel Aged, Brett Barrel Fermented Dark Saison, John Barleycorn - Bourbon Barrel Aged, Steelhead Extra Pale Ale, Blackberry Infused Jamaica Red, Steelhead Scotch Porter, Barrel Aged 21st Anniversary Rorschach Two",3.74
26762,"Yule Shoot Your Eye Out, Hopadillo IPA, Rodeo Clown, Hellfighter, Sympathy For The Lager, Weisse Versa Wheat, Black IPA",3.74
2974,"BBK Export, Radeberger Pilsner, Radeberger Zwickel",3.74
3055,"Victory ESB, Triple B Borthwick's Best Bitter, Black Hound Stout, Edinburgh Winter Ale Special Reserve 2002, Black Prince Porter, Edinburgh Winter Ale Special Reserve 2003, Corkscrew Ale, Dragon Slayer IPA, Penny Black Porter, Monterey Bay Wheat, Ramsays Fat Lip Ale, English Ales Pale Ale, Big Sur Golden, Monk's Brown Ale",3.74
